ros_distro,package,rosdistro_repo_key,repo_url,repo_url_type,github_owner,github_repo,resolved,resolved_via
kilted,ament_cmake_core,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_cppcheck,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_cmake_cpplint,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_cmake_export_definitions,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_export_dependencies,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_export_include_directories,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_export_interfaces,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_export_libraries,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_export_link_flags,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_export_targets,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_flake8,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_cmake_gen_version_h,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_gmock,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_google_benchmark,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_gtest,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_include_directories,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_libraries,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_lint_cmake,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_cmake_mypy,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_cmake_pclint,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_cmake_pep257,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_cmake_pycodestyle,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_cmake_pyflakes,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_cmake_pytest,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_python,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_ros,ament_cmake_ros,https://github.com/ros2/ament_cmake_ros.git,source,ros2,ament_cmake_ros,True,rosdistro_release_packages
kilted,ament_cmake_ros_core,ament_cmake_ros,https://github.com/ros2/ament_cmake_ros.git,source,ros2,ament_cmake_ros,True,rosdistro_release_packages
kilted,ament_cmake_target_dependencies,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_test,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_uncrustify,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_cmake_vendor_package,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_version,ament_cmake,https://github.com/ament/ament_cmake.git,source,ament,ament_cmake,True,rosdistro_release_packages
kilted,ament_cmake_xmllint,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_copyright,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_cppcheck,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_cpplint,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_download,ament_download,https://github.com/samsung-ros/ament_download.git,source,samsung-ros,ament_download,True,rosdistro_release_packages
kilted,ament_flake8,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_index_cpp,ament_index,https://github.com/ament/ament_index.git,source,ament,ament_index,True,rosdistro_release_packages
kilted,ament_index_python,ament_index,https://github.com/ament/ament_index.git,source,ament,ament_index,True,rosdistro_release_packages
kilted,ament_lint,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_lint_auto,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_lint_cmake,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_lint_common,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_mypy,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_nodl,ament_nodl,https://github.com/ubuntu-robotics/ament_nodl.git,source,ubuntu-robotics,ament_nodl,True,rosdistro_release_packages
kilted,ament_package,ament_package,https://github.com/ament/ament_package.git,source,ament,ament_package,True,rosdistro_release_packages
kilted,ament_pclint,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_pep257,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_pycodestyle,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_pyflakes,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_uncrustify,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,ament_vitis,ament_vitis,https://github.com/ros-acceleration/ament_vitis.git,source,ros-acceleration,ament_vitis,True,rosdistro_release_packages
kilted,ament_xmllint,ament_lint,https://github.com/ament/ament_lint.git,source,ament,ament_lint,True,rosdistro_release_packages
kilted,angles,angles,https://github.com/ros/angles.git,source,ros,angles,True,rosdistro_release_packages
kilted,apriltag,apriltag,https://github.com/AprilRobotics/apriltag.git,source,AprilRobotics,apriltag,True,rosdistro_release_packages
kilted,apriltag_detector,apriltag_detector,https://github.com/ros-misc-utilities/apriltag_detector.git,source,ros-misc-utilities,apriltag_detector,True,rosdistro_release_packages
kilted,apriltag_detector_mit,apriltag_detector,https://github.com/ros-misc-utilities/apriltag_detector.git,source,ros-misc-utilities,apriltag_detector,True,rosdistro_release_packages
kilted,apriltag_detector_umich,apriltag_detector,https://github.com/ros-misc-utilities/apriltag_detector.git,source,ros-misc-utilities,apriltag_detector,True,rosdistro_release_packages
kilted,apriltag_draw,apriltag_detector,https://github.com/ros-misc-utilities/apriltag_detector.git,source,ros-misc-utilities,apriltag_detector,True,rosdistro_release_packages
kilted,apriltag_mit,apriltag_mit,https://github.com/ros-misc-utilities/apriltag_mit.git,source,ros-misc-utilities,apriltag_mit,True,rosdistro_release_packages
kilted,apriltag_msgs,apriltag_msgs,https://github.com/christianrauch/apriltag_msgs.git,source,christianrauch,apriltag_msgs,True,rosdistro_release_packages
kilted,apriltag_ros,apriltag_ros,https://github.com/christianrauch/apriltag_ros.git,source,christianrauch,apriltag_ros,True,rosdistro_release_packages
kilted,apriltag_tools,apriltag_detector,https://github.com/ros-misc-utilities/apriltag_detector.git,source,ros-misc-utilities,apriltag_detector,True,rosdistro_release_packages
kilted,aruco,aruco_ros,https://github.com/pal-robotics/aruco_ros.git,source,pal-robotics,aruco_ros,True,rosdistro_release_packages
kilted,aruco_markers,aruco_markers,https://github.com/namo-robotics/aruco_markers.git,source,namo-robotics,aruco_markers,True,rosdistro_repo_key_name_match
kilted,aruco_msgs,aruco_ros,https://github.com/pal-robotics/aruco_ros.git,source,pal-robotics,aruco_ros,True,rosdistro_release_packages
kilted,aruco_opencv,aruco_opencv,https://github.com/fictionlab/ros_aruco_opencv.git,source,fictionlab,ros_aruco_opencv,True,rosdistro_release_packages
kilted,aruco_opencv_msgs,aruco_opencv,https://github.com/fictionlab/ros_aruco_opencv.git,source,fictionlab,ros_aruco_opencv,True,rosdistro_release_packages
kilted,aruco_ros,aruco_ros,https://github.com/pal-robotics/aruco_ros.git,source,pal-robotics,aruco_ros,True,rosdistro_release_packages
kilted,asio_cmake_module,transport_drivers,https://github.com/ros-drivers/transport_drivers.git,source,ros-drivers,transport_drivers,True,rosdistro_release_packages
kilted,async_web_server_cpp,async_web_server_cpp,https://github.com/fkie/async_web_server_cpp.git,source,fkie,async_web_server_cpp,True,rosdistro_release_packages
kilted,asyncapi_gencpp,asyncapi_gencpp,https://github.com/hatchbed/asyncapi_gencpp.git,source,hatchbed,asyncapi_gencpp,True,rosdistro_repo_key_name_match
kilted,auto_apms_behavior_tree,autoapms,https://github.com/AutoAPMS/auto-apms.git,source,AutoAPMS,auto-apms,True,rosdistro_release_packages
kilted,auto_apms_behavior_tree_core,autoapms,https://github.com/AutoAPMS/auto-apms.git,source,AutoAPMS,auto-apms,True,rosdistro_release_packages
kilted,auto_apms_examples,autoapms,https://github.com/AutoAPMS/auto-apms.git,source,AutoAPMS,auto-apms,True,rosdistro_release_packages
kilted,auto_apms_interfaces,autoapms,https://github.com/AutoAPMS/auto-apms.git,source,AutoAPMS,auto-apms,True,rosdistro_release_packages
kilted,auto_apms_mission,autoapms,https://github.com/AutoAPMS/auto-apms.git,source,AutoAPMS,auto-apms,True,rosdistro_release_packages
kilted,auto_apms_ros2behavior,autoapms,https://github.com/AutoAPMS/auto-apms.git,source,AutoAPMS,auto-apms,True,rosdistro_release_packages
kilted,auto_apms_util,autoapms,https://github.com/AutoAPMS/auto-apms.git,source,AutoAPMS,auto-apms,True,rosdistro_release_packages
kilted,automatika_embodied_agents,automatika_embodied_agents,https://github.com/automatika-robotics/ros-agents.git,source,automatika-robotics,ros-agents,True,rosdistro_release_packages
kilted,automatika_ros_sugar,automatika_ros_sugar,https://github.com/automatika-robotics/ros-sugar.git,source,automatika-robotics,ros-sugar,True,rosdistro_release_packages
kilted,automotive_autonomy_msgs,automotive_autonomy_msgs,https://github.com/astuff/automotive_autonomy_msgs.git,source,astuff,automotive_autonomy_msgs,True,rosdistro_release_packages
kilted,automotive_navigation_msgs,automotive_autonomy_msgs,https://github.com/astuff/automotive_autonomy_msgs.git,source,astuff,automotive_autonomy_msgs,True,rosdistro_release_packages
kilted,automotive_platform_msgs,automotive_autonomy_msgs,https://github.com/astuff/automotive_autonomy_msgs.git,source,astuff,automotive_autonomy_msgs,True,rosdistro_release_packages
kilted,autoware_adapi_v1_msgs,autoware_adapi_msgs,https://github.com/autowarefoundation/autoware_adapi_msgs.git,source,autowarefoundation,autoware_adapi_msgs,True,rosdistro_release_packages
kilted,autoware_adapi_version_msgs,autoware_adapi_msgs,https://github.com/autowarefoundation/autoware_adapi_msgs.git,source,autowarefoundation,autoware_adapi_msgs,True,rosdistro_release_packages
kilted,autoware_cmake,autoware_cmake,https://github.com/autowarefoundation/autoware_cmake.git,source,autowarefoundation,autoware_cmake,True,rosdistro_release_packages
kilted,autoware_common_msgs,autoware_msgs,https://github.com/autowarefoundation/autoware_msgs.git,source,autowarefoundation,autoware_msgs,True,rosdistro_release_packages
kilted,autoware_control_msgs,autoware_msgs,https://github.com/autowarefoundation/autoware_msgs.git,source,autowarefoundation,autoware_msgs,True,rosdistro_release_packages
kilted,autoware_internal_debug_msgs,autoware_internal_msgs,https://github.com/autowarefoundation/autoware_internal_msgs.git,source,autowarefoundation,autoware_internal_msgs,True,rosdistro_release_packages
kilted,autoware_internal_metric_msgs,autoware_internal_msgs,https://github.com/autowarefoundation/autoware_internal_msgs.git,source,autowarefoundation,autoware_internal_msgs,True,rosdistro_release_packages
kilted,autoware_internal_msgs,autoware_internal_msgs,https://github.com/autowarefoundation/autoware_internal_msgs.git,source,autowarefoundation,autoware_internal_msgs,True,rosdistro_release_packages
kilted,autoware_internal_perception_msgs,autoware_internal_msgs,https://github.com/autowarefoundation/autoware_internal_msgs.git,source,autowarefoundation,autoware_internal_msgs,True,rosdistro_release_packages
kilted,autoware_internal_planning_msgs,autoware_internal_msgs,https://github.com/autowarefoundation/autoware_internal_msgs.git,source,autowarefoundation,autoware_internal_msgs,True,rosdistro_release_packages
kilted,autoware_lanelet2_extension,autoware_lanelet2_extension,https://github.com/autowarefoundation/autoware_lanelet2_extension.git,source,autowarefoundation,autoware_lanelet2_extension,True,rosdistro_release_packages
kilted,autoware_lanelet2_extension_python,autoware_lanelet2_extension,https://github.com/autowarefoundation/autoware_lanelet2_extension.git,source,autowarefoundation,autoware_lanelet2_extension,True,rosdistro_release_packages
kilted,autoware_lint_common,autoware_cmake,https://github.com/autowarefoundation/autoware_cmake.git,source,autowarefoundation,autoware_cmake,True,rosdistro_release_packages
kilted,autoware_localization_msgs,autoware_msgs,https://github.com/autowarefoundation/autoware_msgs.git,source,autowarefoundation,autoware_msgs,True,rosdistro_release_packages
kilted,autoware_map_msgs,autoware_msgs,https://github.com/autowarefoundation/autoware_msgs.git,source,autowarefoundation,autoware_msgs,True,rosdistro_release_packages
kilted,autoware_msgs,autoware_msgs,https://github.com/autowarefoundation/autoware_msgs.git,source,autowarefoundation,autoware_msgs,True,rosdistro_release_packages
kilted,autoware_perception_msgs,autoware_msgs,https://github.com/autowarefoundation/autoware_msgs.git,source,autowarefoundation,autoware_msgs,True,rosdistro_release_packages
kilted,autoware_planning_msgs,autoware_msgs,https://github.com/autowarefoundation/autoware_msgs.git,source,autowarefoundation,autoware_msgs,True,rosdistro_release_packages
kilted,autoware_sensing_msgs,autoware_msgs,https://github.com/autowarefoundation/autoware_msgs.git,source,autowarefoundation,autoware_msgs,True,rosdistro_release_packages
kilted,autoware_system_msgs,autoware_msgs,https://github.com/autowarefoundation/autoware_msgs.git,source,autowarefoundation,autoware_msgs,True,rosdistro_release_packages
kilted,autoware_v2x_msgs,autoware_msgs,https://github.com/autowarefoundation/autoware_msgs.git,source,autowarefoundation,autoware_msgs,True,rosdistro_release_packages
kilted,autoware_vehicle_msgs,autoware_msgs,https://github.com/autowarefoundation/autoware_msgs.git,source,autowarefoundation,autoware_msgs,True,rosdistro_release_packages
kilted,avt_vimba_camera,avt_vimba_camera,https://github.com/astuff/avt_vimba_camera.git,source,astuff,avt_vimba_camera,True,rosdistro_release_packages
kilted,aws_robomaker_small_warehouse_world,aws-robomaker-small-warehouse-world,https://github.com/aws-robotics/aws-robomaker-small-warehouse-world.git,source,aws-robotics,aws-robomaker-small-warehouse-world,True,rosdistro_release_packages
kilted,aws_sdk_cpp_vendor,aws_sdk_cpp_vendor,https://github.com/wep21/aws_sdk_cpp_vendor.git,source,wep21,aws_sdk_cpp_vendor,True,rosdistro_release_packages
kilted,backward_ros,backward_ros,https://github.com/pal-robotics/backward_ros.git,source,pal-robotics,backward_ros,True,rosdistro_release_packages
kilted,bag2_to_image,bag2_to_image,https://github.com/wep21/bag2_to_image.git,source,wep21,bag2_to_image,True,rosdistro_release_packages
kilted,battery_state_broadcaster,ros_battery_monitoring,https://github.com/ipa320/ros_battery_monitoring.git,source,ipa320,ros_battery_monitoring,True,rosdistro_release_packages
kilted,battery_state_rviz_overlay,ros_battery_monitoring,https://github.com/ipa320/ros_battery_monitoring.git,source,ipa320,ros_battery_monitoring,True,rosdistro_release_packages
kilted,beckhoff_ads_bringup,beckhoff_ads_driver,https://github.com/b-robotized/beckhoff_ads_driver-release.git,release,b-robotized,beckhoff_ads_driver-release,True,rosdistro_release_packages
kilted,beckhoff_ads_hardware_interface,beckhoff_ads_driver,https://github.com/b-robotized/beckhoff_ads_driver-release.git,release,b-robotized,beckhoff_ads_driver-release,True,rosdistro_release_packages
kilted,behaviortree_cpp,behaviortree_cpp_v4,https://github.com/BehaviorTree/BehaviorTree.CPP.git,source,BehaviorTree,BehaviorTree.CPP,True,rosdistro_release_packages
kilted,beluga,beluga,https://github.com/Ekumen-OS/beluga.git,source,Ekumen-OS,beluga,True,rosdistro_release_packages
kilted,beluga_amcl,beluga,https://github.com/Ekumen-OS/beluga.git,source,Ekumen-OS,beluga,True,rosdistro_release_packages
kilted,beluga_ros,beluga,https://github.com/Ekumen-OS/beluga.git,source,Ekumen-OS,beluga,True,rosdistro_release_packages
kilted,better_launch,better_launch,https://github.com/dfki-ric/better_launch.git,source,dfki-ric,better_launch,True,rosdistro_repo_key_name_match
kilted,bicycle_steering_controller,ros2_controllers,https://github.com/ros-controls/ros2_controllers.git,source,ros-controls,ros2_controllers,True,rosdistro_release_packages
kilted,bno055,bno055,https://github.com/flynneva/bno055.git,source,flynneva,bno055,True,rosdistro_release_packages
kilted,bond,bond_core,https://github.com/ros/bond_core.git,source,ros,bond_core,True,rosdistro_release_packages
kilted,bond_core,bond_core,https://github.com/ros/bond_core.git,source,ros,bond_core,True,rosdistro_release_packages
kilted,bondcpp,bond_core,https://github.com/ros/bond_core.git,source,ros,bond_core,True,rosdistro_release_packages
kilted,bondpy,bond_core,https://github.com/ros/bond_core.git,source,ros,bond_core,True,rosdistro_release_packages
kilted,boost_geometry_util,boost_geometry_util,https://github.com/OUXT-Polaris/boost_geometry_util.git,source,OUXT-Polaris,boost_geometry_util,True,rosdistro_release_packages
kilted,boost_plugin_loader,boost_plugin_loader,https://github.com/tesseract-robotics/boost_plugin_loader.git,source,tesseract-robotics,boost_plugin_loader,True,rosdistro_repo_key_name_match
kilted,boost_sml_vendor,boost_sml_vendor,https://github.com/nobleo/boost_sml_vendor.git,source,nobleo,boost_sml_vendor,True,rosdistro_release_packages
kilted,broll,rosbag2_broll,https://github.com/ros-tooling/rosbag2_broll.git,source,ros-tooling,rosbag2_broll,True,rosdistro_release_packages
kilted,builtin_interfaces,rcl_interfaces,https://github.com/ros2/rcl_interfaces.git,source,ros2,rcl_interfaces,True,rosdistro_release_packages
kilted,camera_calibration,image_pipeline,https://github.com/ros-perception/image_pipeline.git,source,ros-perception,image_pipeline,True,rosdistro_release_packages
kilted,camera_calibration_parsers,image_common,https://github.com/ros-perception/image_common.git,source,ros-perception,image_common,True,rosdistro_release_packages
kilted,camera_info_manager,image_common,https://github.com/ros-perception/image_common.git,source,ros-perception,image_common,True,rosdistro_release_packages
kilted,camera_info_manager_py,image_common,https://github.com/ros-perception/image_common.git,source,ros-perception,image_common,True,rosdistro_release_packages
kilted,camera_ros,camera_ros,https://github.com/christianrauch/camera_ros.git,source,christianrauch,camera_ros,True,rosdistro_release_packages
kilted,can_msgs,ros_canopen,https://github.com/ros-industrial/ros_canopen.git,source,ros-industrial,ros_canopen,True,rosdistro_release_packages
kilted,canboat_vendor,canboat_vendor,https://github.com/robotic-esp/canboat_vendor.git,source,robotic-esp,canboat_vendor,True,rosdistro_release_packages
kilted,canopen,ros2_canopen,https://github.com/ros-industrial/ros2_canopen.git,source,ros-industrial,ros2_canopen,True,rosdistro_release_packages
kilted,canopen_402_driver,ros2_canopen,https://github.com/ros-industrial/ros2_canopen.git,source,ros-industrial,ros2_canopen,True,rosdistro_release_packages
kilted,canopen_base_driver,ros2_canopen,https://github.com/ros-industrial/ros2_canopen.git,source,ros-industrial,ros2_canopen,True,rosdistro_release_packages
kilted,canopen_core,ros2_canopen,https://github.com/ros-industrial/ros2_canopen.git,source,ros-industrial,ros2_canopen,True,rosdistro_release_packages
kilted,canopen_fake_slaves,ros2_canopen,https://github.com/ros-industrial/ros2_canopen.git,source,ros-industrial,ros2_canopen,True,rosdistro_release_packages
kilted,canopen_interfaces,ros2_canopen,https://github.com/ros-industrial/ros2_canopen.git,source,ros-industrial,ros2_canopen,True,rosdistro_release_packages
kilted,canopen_master_driver,ros2_canopen,https://github.com/ros-industrial/ros2_canopen.git,source,ros-industrial,ros2_canopen,True,rosdistro_release_packages
kilted,canopen_proxy_driver,ros2_canopen,https://github.com/ros-industrial/ros2_canopen.git,source,ros-industrial,ros2_canopen,True,rosdistro_release_packages
kilted,canopen_ros2_control,ros2_canopen,https://github.com/ros-industrial/ros2_canopen.git,source,ros-industrial,ros2_canopen,True,rosdistro_release_packages
kilted,canopen_ros2_controllers,ros2_canopen,https://github.com/ros-industrial/ros2_canopen.git,source,ros-industrial,ros2_canopen,True,rosdistro_release_packages
kilted,canopen_tests,ros2_canopen,https://github.com/ros-industrial/ros2_canopen.git,source,ros-industrial,ros2_canopen,True,rosdistro_release_packages
kilted,canopen_utils,ros2_canopen,https://github.com/ros-industrial/ros2_canopen.git,source,ros-industrial,ros2_canopen,True,rosdistro_release_packages
kilted,cartographer,cartographer,https://github.com/ros2/cartographer.git,source,ros2,cartographer,True,rosdistro_release_packages
kilted,cartographer_ros,cartographer_ros,https://github.com/ros2/cartographer_ros.git,source,ros2,cartographer_ros,True,rosdistro_release_packages
kilted,cartographer_ros_msgs,cartographer_ros,https://github.com/ros2/cartographer_ros.git,source,ros2,cartographer_ros,True,rosdistro_release_packages
kilted,cartographer_rviz,cartographer_ros,https://github.com/ros2/cartographer_ros.git,source,ros2,cartographer_ros,True,rosdistro_release_packages
kilted,cascade_lifecycle_msgs,cascade_lifecycle,https://github.com/fmrico/cascade_lifecycle.git,source,fmrico,cascade_lifecycle,True,rosdistro_release_packages
kilted,catch_ros2,catch_ros2,https://github.com/ngmor/catch_ros2.git,source,ngmor,catch_ros2,True,rosdistro_release_packages
kilted,chained_filter_controller,ros2_controllers,https://github.com/ros-controls/ros2_controllers.git,source,ros-controls,ros2_controllers,True,rosdistro_release_packages
kilted,chomp_motion_planner,moveit,https://github.com/ros-planning/moveit2.git,source,ros-planning,moveit2,True,rosdistro_release_packages
kilted,class_loader,class_loader,https://github.com/ros/class_loader.git,source,ros,class_loader,True,rosdistro_release_packages
kilted,classic_bags,classic_bags,https://github.com/MetroRobots/classic_bags.git,source,MetroRobots,classic_bags,True,rosdistro_release_packages
kilted,clips_executive,clips_executive,https://github.com/carologistics/clips_executive.git,source,carologistics,clips_executive,True,rosdistro_release_packages
kilted,clips_vendor,clips_vendor,https://github.com/carologistics/clips_vendor.git,source,carologistics,clips_vendor,True,rosdistro_release_packages
kilted,cm_topic_hardware_component,topic_based_hardware_interfaces,https://github.com/ros-controls/topic_based_hardware_interfaces.git,source,ros-controls,topic_based_hardware_interfaces,True,rosdistro_release_packages
kilted,coal,coal,https://github.com/coal-library/coal.git,source,coal-library,coal,True,rosdistro_release_packages
kilted,cob_actions,cob_common,https://github.com/4am-robotics/cob_common.git,source,4am-robotics,cob_common,True,rosdistro_release_packages
kilted,cob_common,cob_common,https://github.com/4am-robotics/cob_common.git,source,4am-robotics,cob_common,True,rosdistro_repo_key_name_match
kilted,cob_msgs,cob_common,https://github.com/4am-robotics/cob_common.git,source,4am-robotics,cob_common,True,rosdistro_release_packages
kilted,cob_srvs,cob_common,https://github.com/4am-robotics/cob_common.git,source,4am-robotics,cob_common,True,rosdistro_release_packages
kilted,coin_d4_driver,coin_d4_driver,https://github.com/ROBOTIS-GIT/coin_d4_driver.git,source,ROBOTIS-GIT,coin_d4_driver,True,rosdistro_release_packages
kilted,color_util,color_util,https://github.com/MetroRobots/color_util.git,source,MetroRobots,color_util,True,rosdistro_release_packages
kilted,common_interfaces,common_interfaces,https://github.com/ros2/common_interfaces.git,source,ros2,common_interfaces,True,rosdistro_release_packages
kilted,compass_conversions,compass,https://github.com/ctu-vras/compass.git,source,ctu-vras,compass,True,rosdistro_release_packages
kilted,compass_interfaces,compass,https://github.com/ctu-vras/compass.git,source,ctu-vras,compass,True,rosdistro_release_packages
kilted,composition,demos,https://github.com/ros2/demos.git,source,ros2,demos,True,rosdistro_release_packages
kilted,composition_interfaces,rcl_interfaces,https://github.com/ros2/rcl_interfaces.git,source,ros2,rcl_interfaces,True,rosdistro_release_packages
